"perspectives","archetypeInstanceId","precomputedtypename","name","status","lastModifiedDate","createdDate","adoptionUUID","bufferBack","bufferBottom","bufferFront","bufferLeft","bufferRight","bufferTop","convertedUnit","depth","deviceName","dimensionPrecision","dimensionUnit","height","width","portNumber","positionsContained","positionsUsed","role","tmf639_dataSource_ingestion_uuid","tmf_lifecycleState"
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1181","C3550-12T","DEVICE 2 ASR 9001 9977","Planned","1693595835094","1693595834236","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258467459358600301","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","DEVICE 2 ASR 9001 9977","2","inch","3.504","19.0","0","1","2","[""Optical""]","e4a95d36-57cd-48a4-8dfd-23118eb8bc40",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1101","OME 6500 7 Slot","TEST DEVICE OME 6500 7 SLOT 9675","Planned","1695051905623","1693595870972","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258467459358600389","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST DEVICE OME 6500 7 SLOT 9675","2","inch","10.512","19.0","0","1","6","[""OTN""]","3da08261-0963-4e6d-89aa-e068a22a4ed6",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1130402","Ciena 3906mvi","TEST DEVICE CIENA 3906MVI 5677","Planned","1693599416728","1693596222724","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258467459358601257","0.0","0.0","0.0","0.0","0.0","0.0","inch","11.5","TEST DEVICE CIENA 3906MVI 5677","2","inch","0.0","17.55","6","5","0","[""Optical""]","f8d931eb-a46e-4eb7-a028-302137bff64f",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","CIDR DEVICE2 ASR 9001 3183","Planned","1695051905623","1693594838427","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258469177345515096","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","CIDR DEVICE2 ASR 9001 3183","2","inch","3.504","17.42","0","1","2","[""OTN""]","e477077d-cab0-4376-9585-a30ade236671",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1104001","CISCO ONS 15454","NO-RING-1-CISCO ONS 15454 9209","Planned","1695051905623","1693594921218","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258469177345515716","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","NO-RING-1-CISCO ONS 15454 9209","2","inch","12.264","12.25","","","7","[""SDH""]","b725744e-7fbf-41af-a2dd-2f2d9e04d1f7",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1104001","CISCO ONS 15454","NO-RING-2-CISCO ONS 15454 9418","Planned","1695051905623","1693595096998","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258469177345516318","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","NO-RING-2-CISCO ONS 15454 9418","2","inch","12.264","12.25","","","7","[""SDH""]","22b1f1c4-6989-4a1c-94db-649c71fa4319",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST 2 DEVICE ASR 9001 5646","Planned","1695051905623","1693595310917","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258469177345517433","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST 2 DEVICE ASR 9001 5646","2","inch","3.504","17.42","0","1","2","[""OTN""]","8e35a7f9-903f-4811-b4d7-670cc8a92f47",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","94681487423814366","Ciena-5164","TEST DEVICE CIENA-5164 9536","Planned","1695051905623","1693595501254","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258469177345517735","0.0","0.0","0.0","0.0","0.0","0.0","inch","17.5","TEST DEVICE CIENA-5164 9536","2","inch","1.752","17.5","","","","[""OTN""]","b7d22fdf-d27b-472e-a0ac-995754f217b9",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","DEVICE2 ASR 9001 1555","Planned","1695051905623","1693595821763","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258471651246681152","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","DEVICE2 ASR 9001 1555","2","inch","3.504","17.42","0","1","2","[""OTN""]","0e2b1178-1ae0-46d9-bc00-074f646f7b8b",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE 1 ASR 9001 853","Planned","1695051905623","1693596365186","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258471651246682700","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE 1 ASR 9001 853","2","inch","3.504","17.42","0","1","2","[""OTN""]","fc4c1dcb-1c0c-4d92-8d80-14d51f5d4f66",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1101","OME 6500 7 Slot","TEST OME 6500 7 SLOT 9199","Planned","1695051905623","1693596965917","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258471651246685056","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST OME 6500 7 SLOT 9199","2","inch","10.512","19.0","0","1","6","[""Optical""]","32206910-4c04-41b1-966c-fda7412d1db7",""
"[""Plan"", ""Live/Plan merge""]","1707","AP-505","TEST DEVICE AP-505 2516","Planned","1695051905623","1693597166873","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258471651246685578","2.0","2.0","1.0","1.0","2.0","4.0","inch","6.34","TEST DEVICE AP-505 2516","2","inch","1.752","6.3","0","1","1","[]","96385080-5689-46d6-99f5-12f6cc7ddf4e",""
"[""Plan"", ""Live/Plan merge""]","1707","AP-505","TEST DEVICE AP-505 6872","Planned","1693597744718","1693597744646","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258471651246687378","2.0","2.0","1.0","1.0","2.0","4.0","inch","6.34","TEST DEVICE AP-505 6872","2","inch","1.752","6.3","0","1","1","[]","c61a3042-08cd-4575-807d-244e2f8f694c",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE ASR 9001 9904","Planned","1693598725687","1693598725211","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258471651246689740","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE ASR 9001 9904","2","inch","3.504","17.42","0","1","2","[""OTN""]","1f2a8c9f-2bb1-44a5-938d-6fc38048cdce",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1130402","Ciena 3906mvi","TEST DEVICE CIENA 3906MVI 7958","Planned","1693599416726","1693596449377","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258472132283020185","0.0","0.0","0.0","0.0","0.0","0.0","inch","11.5","TEST DEVICE CIENA 3906MVI 7958","2","inch","0.0","17.55","6","5","0","[""Optical""]","3c290b67-5b98-46dc-aed5-4ca4fb3bb50c",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE 2 ASR 9001 1898","Planned","1695051905623","1693596503328","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258472132283020499","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE 2 ASR 9001 1898","2","inch","3.504","17.42","0","1","2","[""OTN""]","b9d7d323-28a5-4cd8-a21f-7f9b9388788d",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1104001","CISCO ONS 15454","TEST SONET 1 2416","Planned","1695051905623","1693596516740","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258472132283020547","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST SONET 1 2416","2","inch","12.264","12.25","","","7","[""SONET""]","43789a5d-3931-4981-bfb6-1e0dc91f103d",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1101","OME 6500 7 Slot","TEST DEVICE OME 6500 7 SLOT 5172","Planned","1695051905623","1693596592305","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258472132283020719","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST DEVICE OME 6500 7 SLOT 5172","2","inch","10.512","19.0","0","1","6","[""OTN""]","32fff739-f73f-4443-807f-c0f843889c9e",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1104001","CISCO ONS 15454","TEST SONET 2 6668","Planned","1695051905623","1693596735099","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258472544599881433","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST SONET 2 6668","2","inch","12.264","12.25","","","7","[""SONET""]","250eda05-f27e-42dc-8663-f6c77fde7c8b",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1101","OME 6500 7 Slot","TEST DEVICE OME 6500 7 SLOT 7106","Planned","1693596935697","1693596935523","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258472544599882497","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST DEVICE OME 6500 7 SLOT 7106","2","inch","10.512","19.0","0","1","6","[""OTN""]","d6976465-819e-4394-9561-dc92a65824a9",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE 1 ASR 9001 7489","Planned","1695051905623","1693597614611","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258472544599884599","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE 1 ASR 9001 7489","2","inch","3.504","17.42","0","1","2","[""OTN""]","930602d6-61b5-47a6-9dc7-d3a0600c27c4",""
"[""Plan"", ""Operational"", ""Live/Plan merge"", ""TMF 639""]","1130302","Generic CPE","SPARE DEVICE 7901","In Service","1693598600830","1693598290722","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258472544599885972","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","SPARE DEVICE 7901","2","inch","0.0","19","3","0","0","[]","8eec5daf-c367-4e6c-899e-6148daa842fa",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1101","OME 6500 7 Slot","TEST OME 6500 7 SLOT 6961","Planned","1695051905623","1693598308635","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258472544599886014","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST OME 6500 7 SLOT 6961","2","inch","10.512","19.0","0","1","6","[""Optical""]","da9042b3-814c-4bdb-95b9-09df31f5d9bf",""
"","1143","ASR 9001","TEMPLATE ASR 9001 2135","Template Active","1693598473660","1693598438695","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258472544599886191","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEMPLATE ASR 9001 2135","2","inch","3.504","17.42","0","1","2","[]","",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1130427","Ciena 3926","TEST DEVICE CIENA 3926 885","Planned","1693601726045","1693599784872","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258472544599889645","0.0","0.0","0.0","0.0","0.0","0.0","inch","11.5","TEST DEVICE CIENA 3926 885","2","inch","0.0","17.55","3","9","0","[""Optical""]","b413eb77-5d71-4318-bb2e-7c09e5aaadf6",""
"[""Plan"", ""Live/Plan merge"", ""TMF 639""]","1101","OME 6500 7 Slot","TEST OME 6500 7 SLOT 5825","Removed from Plan","1693598521542","1693598234122","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258472682038839085","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST OME 6500 7 SLOT 5825","2","inch","10.512","19.0","0","1","6","[""Optical""]","8f1ea4a8-b4a7-4996-9ebb-949dc3a1a710",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE 2 ASR 9001 227","Planned","1695051905623","1693598863735","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258472682038840941","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE 2 ASR 9001 227","2","inch","3.504","17.42","0","1","2","[""OTN""]","1b43f58a-6b7b-49bd-89ab-7fbb49d963dd",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE ASR 9001 7950","Planned","1695051905623","1693596285431","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258472819477787044","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE ASR 9001 7950","2","inch","3.504","17.42","0","1","2","[""OTN""]","63617ced-31b3-4b0a-a922-97baa5c171e8",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","DEVICE 2 ASR 9001 1779","Planned","1695051905623","1693596305319","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258472819477787084","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","DEVICE 2 ASR 9001 1779","2","inch","3.504","17.42","0","1","2","[""Optical""]","9121c77b-717a-4658-8bec-1ba4833474e9",""
"[""Plan"", ""Live/Plan merge""]","1707","AP-505","TEST DEVICE AP-505 1908","Planned","1695051905623","1693597300752","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258473094355697497","2.0","2.0","1.0","1.0","2.0","4.0","inch","6.34","TEST DEVICE AP-505 1908","2","inch","1.752","6.3","0","1","1","[]","1c7ac995-f32f-46fb-829a-3dc02258d06e",""
"","1143","ASR 9001","TEMPLATE ASR 9001 178","Template Active","1693598544182","1693598544160","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258473094355700529","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEMPLATE ASR 9001 178","2","inch","3.504","17.42","0","1","2","[]","",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE 1 ASR 9001 8069","Planned","1695051905623","1693599727132","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258476255451633316","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE 1 ASR 9001 8069","2","inch","3.504","17.42","0","1","2","[""OTN""]","d97d1c5f-b032-4fe8-a88c-cdd3632b305f",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1143","ASR 9001","TEST DEVICE 2 ASR 9001 5841","Planned","1695051905623","1693599841275","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258476255451633488","0.0","0.0","0.0","0.0","0.0","0.0","inch","18.5","TEST DEVICE 2 ASR 9001 5841","2","inch","3.504","17.42","0","1","2","[""OTN""]","9d94eae7-e7de-45ca-9e87-410421610dd0",""
"[""Plan"", ""Non-plan"", ""Live/Plan merge""]","1101","OME 6500 7 Slot","TEST OME 6500 7 SLOT 4894","Planned","1695051905623","1693598973653","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258476324171108303","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST OME 6500 7 SLOT 4894","2","inch","10.512","19.0","0","1","6","[""Optical""]","9c413d34-c1fc-407b-8984-978d3db7142f",""
"[""Plan"", ""Live/Plan merge""]","1130302","Generic CPE","TEST DEVICE GENERIC CPE 9380","Planned","1693601850244","1693601812552","1E70169E3B7DE4F34CBC45DAACC2C7B145E4439EA2647BD20E3612515E841345_device_258476324171111264","0.0","0.0","0.0","0.0","0.0","0.0","inch","30","TEST DEVICE GENERIC CPE 9380","2","inch","0.0","19","3","0","0","[""Compute""]","f3ac22b0-c54a-46e5-bca4-8bf4505577a9",""
